utt_num,num,text,pronounce,monophone
BASIC5000_0116,0116,冬場に暖かい格好をしていないと、結局、ひどい風邪をひく羽目になる。,ふゆばにあたたかいかっこーをしていないと、けっきょく、ひどいかぜをひくはめになる,f u y u b a n i a t a t a k a i k a q k o: o sh i t e i n a i t o sp k e q ky o k u sp h i d o i k a z e o h i k u h a m e n i n a r u
BASIC5000_0117,0117,趣味は、日常生活の苦労を忘れさせてくれる。,しゅみわ、にちじょーせーかつのくろーをわすれさせてくれる,sh u m i w a sp n i ch i j o: s e: k a ts u n o k u r o: o w a s u r e s a s e t e k u r e r u
BASIC5000_0118,0118,教師は、生徒が試験でカンニングをしているのを見つけた。,きょーしわ、せーとがしけんでかんにんぐをしているのをみつけた,ky o: sh i w a sp s e: t o g a sh i k e N d e k a N n i N g u o sh i t e i r u n o o m i ts u k e t a
BASIC5000_0119,0119,手帳にお名前を書いていただけませんか。,てちょーにおなまえをかいていただけませんか,t e ch o: n i o n a m a e o k a i t e i t a d a k e m a s e N k a
BASIC5000_0120,0120,校長は、卒業生一人一人と握手をした。,こーちょーわ、そつぎょーせーひとりひとりとあくしゅをした,k o: ch o: w a sp s o ts u gy o: s e: h i t o r i h i t o r i t o a k u sh u o sh i t a
BASIC5000_0121,0121,山田君は、自分のボスに対する怒りを、抑えようと努めた。,やまだくんわ、じぶんのぼすにたいするいかりを、おさえようとつとめた,y a m a d a k u N w a sp j i b u N n o b o s u n i t a i s u r u i k a r i o sp o s a e y o u t o ts u t o m e t a
BASIC5000_0122,0122,鉛筆は、１ダース単位で売られている。,えんぴつわ、いちだーすたんいでうられている,e N p i ts u w a sp i ch i d a: s u t a N i d e u r a r e t e i r u
BASIC5000_0123,0123,戦いは、強い者が勝つとはかぎらない。,たたかいわ、つよいものがかつとわかぎらない,t a t a k a i w a sp ts u y o i m o n o g a k a ts u t o w a k a g i r a n a i
BASIC5000_0124,0124,一本の高い木が、水面に長い影を映している。,いっぽんのたかいきが、すいめんにながいかげをうつしている,i q p o N n o t a k a i k i g a sp s u i m e N n i n a g a i k a g e o u ts u sh i t e i r u
BASIC5000_0125,0125,予算は不正確で、しかも、非、現実的に思える。,よさんわふせーかくで、しかも、ひ、げんじつてきにおもえる,y o s a N w a f u s e: k a k u d e sp sh i k a m o sp h i sp g e N j i ts u t e k i n i o m o e r u
BASIC5000_0126,0126,今、私はフルートに夢中になってきている。,いま、わたしわふるーとにむちゅーになってきている,i m a sp w a t a sh i w a f u r u: t o n i m u ch u: n i n a q t e k i t e i r u
BASIC5000_0127,0127,係長が急に辞めてしまったので、私がその穴を埋めなければならなくなった。,かかりちょーがきゅーにやめてしまったので、わたしがそのあなをうめなければならなくなった,k a k a r i ch o: g a ky u: n i y a m e t e sh i m a q t a n o d e sp w a t a sh i g a s o n o a n a o u m e n a k e r e b a n a r a n a k u n a q t a
BASIC5000_0128,0128,係員が頷いたので、彼女は小切手を書き、それを手渡した。,かかりいんがうなずいたので、かのじょわこぎってをかき、それをてわたした,k a k a r i i N g a u n a z u i t a n o d e sp k a n o j o w a k o g i q t e o k a k i sp s o r e o t e w a t a sh i t a
BASIC5000_0129,0129,祭司は、人々を道徳的に高めようとした。,さいしわ、ひとびとをどーとくてきにたかめようとした,s a i sh i w a sp h i t o b i t o o d o: t o k u t e k i n i t a k a m e y o u t o sh i t a
BASIC5000_0130,0130,砲撃は、ますます激しくなってきたので、私たち、走って地下室に降りていったのよ。,ほーげきわ、ますますはげしくなってきたので、わたしたち、はしってちかしつにおりていったのよ,h o: g e k i w a sp m a s u m a s u h a g e sh i k u n a q t e k i t a n o d e sp w a t a sh i t a ch i sp h a sh i q t e ch i k a sh i ts u n i o r i t e i q t a n o y o
BASIC5000_0131,0131,今、１人の女の人が入っていきましたよ。,いま、ひとりのおんなのひとがはいっていきましたよ,i m a sp h i t o r i n o o N n a n o h i t o g a h a i q t e i k i m a sh i t a y o
BASIC5000_0132,0132,足を水につけて、よごれを落としなさい。,あしをみずにつけて、よごれをおとしなさい,a sh i o m i z u n i ts u k e t e sp y o g o r e o o t o sh i n a s a i
BASIC5000_0133,0133,不活発な子供は、空想の世界に閉じこもる傾向がずっと強い。,ふかっぱつなこどもわ、くーそーのせかいにとじこもるけーこーがずっとつよい,f u k a q p a ts u n a k o d o m o w a sp k u: s o: n o s e k a i n i t o j i k o m o r u k e: k o: g a z u q t o ts u y o i
BASIC5000_0134,0134,５ヶ月分のピル下さい、と言って、分かりましたといわれた。,ごかげつぶんのぴるください、といって、わかりましたといわれた,g o k a g e ts u b u N n o p i r u k u d a s a i sp t o i q t e sp w a k a r i m a sh i t a t o i w a r e t a
BASIC5000_0135,0135,月日がどんどん過ぎていったが、彼の消息は、何も聞こえてこなかった。,つきひがどんどんすぎていったが、かれのしょーそくわ、なにもきこえてこなかった,ts u k i h i g a d o N d o N s u g i t e i q t a g a sp k a r e n o sh o: s o k u w a sp n a n i m o k i k o e t e k o n a k a q t a
BASIC5000_0136,0136,ちなみに、それはこの話の、後日談にする予定です。,ちなみに、それわこのはなしの、ごじつだんにするよてーです,ch i n a m i n i sp s o r e w a k o n o h a n a sh i n o sp g o j i ts u d a N n i s u r u y o t e: d e s u
BASIC5000_0137,0137,登場人物が、うまく割り振られていた。,とーじょーじんぶつが、うまくわりふられていた,t o: j o: j i N b u ts u g a sp u m a k u w a r i f u r a r e t e i t a
BASIC5000_0138,0138,一致団結して、何か新しいことをやろうじゃないか。,いっちだんけつして、なにかあたらしーことをやろーじゃないか,i q ch i d a N k e ts u sh i t e sp n a n i k a a t a r a sh i: k o t o o y a r o: j a n a i k a
BASIC5000_0139,0139,恐縮ですが、２月２７日の約束を、キャンセルさせてください。,きょーしゅくですが、にがつにじゅーなのかのやくそくを、きゃんせるさせてください,ky o: sh u k u d e s u g a sp n i g a ts u n i j u: n a n o k a n o y a k u s o k u o sp ky a N s e r u s a s e t e k u d a s a i
BASIC5000_0140,0140,お元気でお過ごしのことと思います。,おげんきでおすごしのこととおもいます,o g e N k i d e o s u g o sh i n o k o t o t o o m o i m a s u
BASIC5000_0141,0141,雷が、今にも落ちそうな激しい音で、ごろごろと鳴った。,かみなりが、いまにもおちそーなはげしーおとで、ごろごろとなった,k a m i n a r i g a sp i m a n i m o o ch i s o: n a h a g e sh i: o t o d e sp g o r o g o r o t o n a q t a
BASIC5000_0142,0142,お兄さんを呼吸させるために、医者にその機械を使ってもらいたいと思いますか。,おにーさんをこきゅーさせるために、いしゃにそのきかいをつかってもらいたいとおもいますか,o n i: s a N o k o ky u: s a s e r u t a m e n i sp i sh a n i s o n o k i k a i o ts u k a q t e m o r a i t a i t o o m o i m a s u k a
BASIC5000_0143,0143,間もなく風呂は、彼が入れるほどぬるくなりました。,まもなくふろわ、かれがはいれるほどぬるくなりました,m a m o n a k u f u r o w a sp k a r e g a h a i r e r u h o d o n u r u k u n a r i m a sh i t a
BASIC5000_0144,0144,月旅行なんて、かつては途方もないことと考えられた。,つきりょこーなんて、かつてわとほーもないこととかんがえられた,ts u k i ry o k o: n a N t e sp k a ts u t e w a t o h o: m o n a i k o t o t o k a N g a e r a r e t a
BASIC5000_0145,0145,５マイルは、ピクニックに適した距離だ。,ごまいるわ、ぴくにっくにてきしたきょりだ,g o m a i r u w a sp p i k u n i q k u n i t e k i sh i t a ky o r i d a
BASIC5000_0146,0146,雷に驚いた京子が、俺にしがみついてきた。,かみなりにおどろいたきょーこが、おれにしがみついてきた,k a m i n a r i n i o d o r o i t a ky o: k o g a sp o r e n i sh i g a m i ts u i t e k i t a
BASIC5000_0147,0147,狼が犬に似ているように、おべっか使いは友達のように見える。,おーかみがいぬににているよーに、おべっかつかいわ、ともだちのよーにみえる,o: k a m i g a i n u n i n i t e i r u y o: n i sp o b e q k a ts u k a i w a sp t o m o d a ch i n o y o: n i m i e r u
BASIC5000_0148,0148,５ドルぐらいしか持ち合わせがない。,ごどるぐらいしかもちあわせがない,g o d o r u g u r a i sh i k a m o ch i a w a s e g a n a i
BASIC5000_0149,0149,番号を奇麗さっぱり忘れてしまった。,ばんごーをきれいさっぱりわすれてしまった,b a N g o: o k i r e i s a q p a r i w a s u r e t e sh i m a q t a
BASIC5000_0150,0150,顕微鏡と望遠鏡の違いが、わかりますか。,けんびきょーとぼーえんきょーのちがいが、わかりますか,k e N b i ky o: t o b o: e N ky o: n o ch i g a i g a sp w a k a r i m a s u k a
BASIC5000_0151,0151,南アフリカ政府は、もはや黒人に平等の公民権を求める運動を、抑制できない。,みなみあふりかせーふわ、もはやこくじんにびょーどーのこーみんけんをもとめるうんどーを、よくせーできない,m i n a m i a f u r i k a s e: f u w a sp m o h a y a k o k u j i N n i by o: d o: n o k o: m i N k e N o m o t o m e r u u N d o: o sp y o k u s e: d e k i n a i
BASIC5000_0152,0152,シカゴ行きの便を、予約したいのですが。,しかごいきのびんを、よやくしたいのですが,sh i k a g o i k i n o b i N o sp y o y a k u sh i t a i n o d e s u g a
BASIC5000_0153,0153,貧しいからというだけで、人を軽蔑するべきではない。,まずしーからとゆーだけで、ひとをけいべつするべきでわない,m a z u sh i: k a r a t o y u: d a k e d e sp h i t o o k e i b e ts u s u r u b e k i d e w a n a i
BASIC5000_0154,0154,再開発によって、地域に便益が生ずる。,さいかいはつによって、ちーきにべんえきがしょーずる,s a i k a i h a ts u n i y o q t e sp ch i: k i n i b e N e k i g a sh o: z u r u
BASIC5000_0155,0155,到着する前に、映画が始まってしまうんでしょうね。,とーちゃくするまえに、えーががはじまってしまうんでしょーね,t o: ch a k u s u r u m a e n i sp e: g a g a h a j i m a q t e sh i m a u N d e sh o: n e
BASIC5000_0156,0156,悪ふざけをすると、女の子に嫌われるよ。,わるふざけをすると、おんなのこにきらわれるよ,w a r u f u z a k e o s u r u t o sp o N n a n o k o n i k i r a w a r e r u y o
BASIC5000_0157,0157,３番目に考慮すべき事項は、カーペットの時代性である。,さんばんめにこーりょすべきじこーわ、かーぺっとのじだいせーである,s a N b a N m e n i k o: ry o s u b e k i j i k o: w a sp k a: p e q t o n o j i d a i s e: d e a r u
BASIC5000_0158,0158,漁師は、釣り上げた魚の大きさを、おおげさにいった。,りょーしわ、つりあげたさかなのおーきさを、おーげさにいった,ry o: sh i w a sp ts u r i a g e t a s a k a n a n o o: k i s a o sp o: g e s a n i i q t a
BASIC5000_0159,0159,旅客は、歩道橋を使って、路線を渡ってください。,りょかくわ、ほどーきょーをつかって、ろせんをわたってください,ry o k a k u w a sp h o d o: ky o: o ts u k a q t e sp r o s e N o w a t a q t e k u d a s a i
BASIC5000_0160,0160,悪は行うに易しくて、その形体も無限である。,あくわおこなうにやさしくて、そのけーたいもむげんである,a k u w a o k o n a u n i y a s a sh i k u t e sp s o n o k e: t a i m o m u g e N d e a r u
BASIC5000_0161,0161,銃を掃除していたら、突然暴発してしまった。,じゅーをそーじしていたら、とつぜんぼーはつしてしまった,j u: o s o: j i sh i t e i t a r a sp t o ts u z e N b o: h a ts u sh i t e sh i m a q t a
